id,timestamp,truck_id,driver_id,trip_id,fuel_level,lat,lon,speed,speed_kmph,odometer_km,engine_status,anomaly_flag,anomaly_score,model_source,fuel_delta,odometer_delta,delta_time_sec,fuel_per_km,fuel_rate_per_hour,record_origin
c8194f99-0150-4f39-bf63-7c01931cc65d,2026-04-04 07:51:56.634625+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,70.58,14.547458,121.003122,57.0,57.0,44508.6,on,False,,,-0.01999999999999602,0.09999999999854481,7.615643,0.2000000000028706,9.454224679385007,live_supabase
a0fed5b1-9856-450e-ac6a-e616f921cffa,2026-04-04 07:52:03.502211+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,70.57,14.546661,121.003387,60.6,60.6,44508.7,on,False,,,-0.010000000000005116,0.09999999999854481,6.867586,0.10000000000150636,5.242016627096977,live_supabase
d59b336e-d3d8-4f16-9994-d3cfff4c65bd,2026-04-04 07:52:11.203845+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,70.56,14.545977,121.003593,59.6,59.6,44508.8,on,False,,,-0.009999999999990905,0.10000000000582077,7.701634,0.09999999999408829,4.674332745488458,live_supabase
721e532d-407e-4f49-ba00-5964a827e3c1,2026-04-04 07:52:17.927795+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,70.55,14.545077,121.003988,79.9,79.9,44508.9,on,False,,,-0.010000000000005116,0.09999999999854481,6.72395,0.10000000000150636,5.353995791167158,live_supabase
7fcafe2d-0bd6-45ae-80a8-1c7ec0cf0443,2026-04-04 07:52:28.260601+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,70.54,14.544346,121.004245,55.4,55.4,44509.0,on,False,,,-0.009999999999990905,0.09999999999854481,10.332806,0.10000000000136425,3.484048766614534,live_supabase
f0be6711-ef48-401e-a65f-b46fd67d11c4,2026-04-04 07:52:39.262635+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,70.52,14.543424,121.004596,80.3,80.3,44509.1,on,False,,,-0.020000000000010232,0.09999999999854481,11.002034,0.2000000000030127,6.5442444551650025,live_supabase
e70252d5-e83f-4de8-8ca1-01dddac3ce5e,2026-04-04 07:52:47.029517+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,70.51,14.542767,121.00482,56.2,56.2,44509.2,on,False,,,-0.009999999999990905,0.09999999999854481,7.766882,0.10000000000136425,4.63506462438431,live_supabase
31285429-e8c6-4048-ac38-9bcbd831f19f,2026-04-04 07:52:53.420132+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,70.48,14.541754,121.005187,84.2,84.2,44509.3,on,False,,,-0.030000000000001137,0.10000000000582077,6.390615,0.29999999998254906,16.899781945869698,live_supabase
7e19d697-83e3-4b62-922e-01db6f9fc7be,2026-04-04 07:52:59.800625+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,70.47,14.540895,121.005354,71.7,71.7,44509.4,on,False,,,-0.010000000000005116,0.09999999999854481,6.380493,0.10000000000150636,5.642197240874398,live_supabase
0f9e5694-8794-4b31-bca5-fa13f03a336f,2026-04-04 07:53:07.897350+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,70.43,14.539911,121.005669,86.5,86.5,44509.5,on,False,,,-0.03999999999999204,0.09999999999854481,8.096725,0.4000000000057412,17.784968613849596,live_supabase
137531f2-af78-4fe1-be83-68ebc5bbb6a3,2026-04-04 07:53:15.529106+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,70.4,14.539204,121.00597,58.6,58.6,44509.6,on,False,,,-0.030000000000001137,0.09999999999854481,7.631756,0.30000000000437693,14.151395825548418,live_supabase
5179c6f6-0966-4589-b1ab-9136a4609b54,2026-04-04 07:53:21.917231+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,70.39,14.538396,121.006217,64.3,64.3,44509.7,on,False,,,-0.010000000000005116,0.09999999999854481,6.388125,0.10000000000150636,5.6354564132696865,live_supabase
5ef68999-b6e5-463b-9574-a491bd1c120c,2026-04-04 07:53:29.720072+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,70.38,14.537537,121.006486,67.5,67.5,44509.8,on,False,,,-0.010000000000005116,0.10000000000582077,7.802841,0.0999999999942304,4.613704162370913,live_supabase
ff63a33e-0ee9-461f-9313-7cf0e9a5dac7,2026-04-04 07:53:36.116189+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,70.37,14.536449,121.006809,88.4,88.4,44509.9,on,False,,,-0.009999999999990905,0.09999999999854481,6.396117,0.10000000000136425,5.628414864826153,live_supabase
60ad474d-8be3-4ad5-bd06-6c423fa152d0,2026-04-04 07:53:43.779779+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,70.35,14.535424,121.007205,82.1,82.1,44510.0,on,False,,,-0.020000000000010232,0.09999999999854481,7.66359,0.2000000000030127,9.395074632128916,live_supabase
02060699-22fd-48e6-b59f-6ed2bdccc986,2026-04-04 07:53:50.556573+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,70.32,14.53447,121.007489,80.7,80.7,44510.1,on,False,,,-0.030000000000001137,0.09999999999854481,6.776794,0.30000000000437693,15.936739408045176,live_supabase
ce32268a-f289-4416-bc10-2297fd8a34be,2026-04-04 07:53:57.480187+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,70.3,14.533706,121.007785,64.6,64.6,44510.2,on,False,,,-0.01999999999999602,0.09999999999854481,6.923614,0.2000000000028706,10.399193253694628,live_supabase
3a5ba4fe-a0d2-472b-be86-cc9053d5a87c,2026-04-04 07:54:05.048870+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,70.28,14.532764,121.008073,85.5,85.5,44510.3,on,False,,,-0.01999999999999602,0.10000000000582077,7.568683,0.1999999999883187,9.51288354922325,live_supabase
355b920f-330d-4ca6-8980-2e3a7db3da97,2026-04-04 07:54:11.757290+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,70.26,14.531917,121.008366,68.7,68.7,44510.4,on,False,,,-0.01999999999999602,0.09999999999854481,6.70842,0.2000000000028706,10.73278059513055,live_supabase
6ba8c750-f108-4d35-8354-b343fe849758,2026-04-04 07:54:18.099614+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,70.25,14.530969,121.00876,82.2,82.2,44510.5,on,False,,,-0.010000000000005116,0.09999999999854481,6.342324,0.10000000000150636,5.676152779331113,live_supabase
a11c90d1-5fa1-4441-98ef-cfaded5e2c00,2026-04-04 07:54:26.029951+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,70.24,14.530314,121.009039,55.5,55.5,44510.6,on,False,,,-0.010000000000005116,0.09999999999854481,7.930337,0.10000000000150636,4.539529656812619,live_supabase
989a83eb-d59d-4157-b337-9f544bff8921,2026-04-04 07:54:32.818554+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,70.23,14.529358,121.009482,82.6,82.6,44510.7,on,False,,,-0.009999999999990905,0.09999999999854481,6.788603,0.10000000000136425,5.303005640478204,live_supabase
bf9daa20-d0a8-4dda-afad-6cdb6123470c,2026-04-04 07:54:39.326985+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,70.2,14.528599,121.009812,69.4,69.4,44510.8,on,False,,,-0.030000000000001137,0.10000000000582077,6.508431,0.29999999998254906,16.593861101086283,live_supabase
ff2693f7-7383-4505-92ad-3776b53dd7c8,2026-04-04 07:54:46.795212+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,70.19,14.527874,121.009978,58.0,58.0,44510.9,on,False,,,-0.010000000000005116,0.09999999999854481,7.468227,0.10000000000150636,4.820421232511869,live_supabase
c05658ad-369f-475b-990d-472b83de9f02,2026-04-04 07:54:52.960461+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,70.17,14.527026,121.01022,75.0,75.0,44511.0,on,False,,,-0.01999999999999602,0.09999999999854481,6.165249,0.2000000000028706,11.678360436048191,live_supabase
63c8aa32-29f5-465c-92a1-4dfc82a16166,2026-04-04 07:55:00.403907+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,70.16,14.526087,121.010651,80.3,80.3,44511.1,on,False,,,-0.010000000000005116,0.09999999999854481,7.443446,0.10000000000150636,4.8364695599347955,live_supabase
ac44de0a-5276-4e12-b79a-05666e517e7b,2026-04-04 07:55:07.482285+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,70.16,14.525137,121.011016,76.6,76.6,44511.2,on,False,,,0.0,0.09999999999854481,7.078378,-0.0,-0.0,live_supabase
ef66fc28-e277-4eec-9174-46c128571e5f,2026-04-04 07:55:15.199549+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,70.14,14.524395,121.011344,63.9,63.9,44511.3,on,False,,,-0.01999999999999602,0.10000000000582077,7.717264,0.1999999999883187,9.329731365933013,live_supabase
0d7e9a19-6a2e-44a5-b3a0-53bf3b9e8fb5,2026-04-04 07:55:21.816865+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,70.12,14.5234,121.011653,76.5,76.5,44511.4,on,False,,,-0.01999999999999602,0.09999999999854481,6.617316,0.2000000000028706,10.880544317361553,live_supabase
b2231857-d5d0-4179-a205-56566cd2306a,2026-04-04 07:55:29.425288+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,70.08,14.522266,121.012045,89.0,89.0,44511.5,on,False,,,-0.04000000000000625,0.09999999999854481,7.608423,0.4000000000058833,18.92639249947361,live_supabase
848852ce-c9ba-47b8-837e-893497ad4b01,2026-04-04 07:55:36.086142+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,70.06,14.521342,121.012438,77.6,77.6,44511.7,on,False,,,-0.01999999999999602,0.19999999999708962,6.660854,0.1000000000014353,10.809424737426413,live_supabase
33c11246-195c-44e7-9f1a-24fa243b2d9d,2026-04-04 07:55:43.877595+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,70.03,14.520443,121.012666,80.8,80.8,44511.8,on,False,,,-0.030000000000001137,0.10000000000582077,7.791453,0.29999999998254906,13.861342678959122,live_supabase
30e35ea2-52c4-48a5-adb3-1c3f1e5a3913,2026-04-04 07:55:50.627757+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,70.02,14.519725,121.01291,58.5,58.5,44511.8,on,False,,,-0.010000000000005116,0.0,6.750162,0.0,5.333205336407988,live_supabase
e3c94342-e308-4de4-977f-1d0bba6af811,2026-04-04 07:55:58.427803+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,69.99,14.518907,121.013177,67.1,67.1,44511.9,on,False,,,-0.030000000000001137,0.09999999999854481,7.800046,0.30000000000437693,13.846072189831201,live_supabase
682180ea-4f4b-49f7-9636-3254a4c299c0,2026-04-04 07:56:05.070835+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,69.97,14.517884,121.013482,88.2,88.2,44512.1,on,False,,,-0.01999999999999602,0.19999999999708962,6.643032,0.1000000000014353,10.838424382117335,live_supabase
0254abb2-5fef-4a2c-af0c-e1f306753bcb,2026-04-04 07:56:13.062301+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,69.96,14.517235,121.013707,56.1,56.1,44512.1,on,False,,,-0.010000000000005116,0.0,7.991466,0.0,4.504805501270782,live_supabase
fbc48777-c1ac-4c13-aae7-b30c3cae41c0,2026-04-04 07:56:19.341258+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,69.95,14.516407,121.013996,73.1,73.1,44512.2,on,False,,,-0.009999999999990905,0.09999999999854481,6.278957,0.10000000000136425,5.733436301597106,live_supabase
831d86d0-9024-43d0-8648-f8d9594c6de3,2026-04-04 07:56:27.942744+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,69.94,14.515478,121.014365,78.0,78.0,44512.4,on,False,,,-0.010000000000005116,0.20000000000436557,8.601486,0.04999999999893419,4.185323326692436,live_supabase
22df7ad0-3571-443e-a6ba-910d5ba84c7e,2026-04-04 07:56:34.378652+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,69.92,14.514472,121.014782,85.8,85.8,44512.5,on,False,,,-0.01999999999999602,0.09999999999854481,6.435908,0.2000000000028706,11.18723263290676,live_supabase
d0c75682-ade8-4bd6-84d2-94043a6fe1bb,2026-04-04 07:56:41.730057+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,69.9,14.513696,121.014942,67.9,67.9,44512.6,on,False,,,-0.01999999999999602,0.09999999999854481,7.351405,0.2000000000028706,9.794046172124332,live_supabase
6a4c66e7-51f4-43b6-b651-9863d8473eaf,2026-04-04 07:56:48.333057+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,69.89,14.512964,121.015089,60.8,60.8,44512.7,on,False,,,-0.010000000000005116,0.09999999999854481,6.603,0.10000000000150636,5.452067242165443,live_supabase
17d39eaf-e98f-4fff-8304-0fb3bf01465c,2026-04-04 07:56:55.937952+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,69.87,14.51212,121.01555,77.5,77.5,44512.8,on,False,,,-0.01999999999999602,0.10000000000582077,7.604895,0.1999999999883187,9.467586337482066,live_supabase
0a3d596e-57ce-4ab2-b84e-f5e634b171d4,2026-04-04 07:57:02.350227+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,69.86,14.511446,121.015784,57.1,57.1,44512.8,on,False,,,-0.010000000000005116,0.0,6.412275,0.0,5.614232078321409,live_supabase
3c9a6754-0059-45a6-9743-4b216ab25b85,2026-04-04 07:57:08.942029+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,69.84,14.510592,121.016095,74.2,74.2,44512.9,on,False,,,-0.01999999999999602,0.09999999999854481,6.591802,0.2000000000028706,10.922658174500034,live_supabase
2e8508af-617d-4b04-b9a0-41a7f15e673b,2026-04-04 07:57:15.728283+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,69.81,14.509904,121.016355,59.7,59.7,44513.0,on,False,,,-0.030000000000001137,0.09999999999854481,6.786254,0.30000000000437693,15.91452368272748,live_supabase
84508512-3e0e-4a94-9f10-0c19d60c4eb2,2026-04-04 07:57:22.519047+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,69.81,14.509292,121.016698,60.9,60.9,44513.1,on,False,,,0.0,0.09999999999854481,6.790764,-0.0,-0.0,live_supabase
09d49229-07fa-4b38-a5c8-b9d69b8ed93b,2026-04-04 07:57:30.286817+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,69.8,14.508377,121.017043,76.8,76.8,44513.2,on,False,,,-0.010000000000005116,0.09999999999854481,7.76777,0.10000000000150636,4.634534750645091,live_supabase
87663e3a-22f6-4ac0-b7ca-6ab58bff61aa,2026-04-04 07:57:38.088006+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,69.78,14.507444,121.017391,83.8,83.8,44513.3,on,False,,,-0.01999999999999602,0.10000000000582077,7.801189,0.1999999999883187,9.229362344635629,live_supabase
90175b5a-6ed4-4a03-88cd-15438b547cd6,2026-04-04 07:57:44.806374+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,69.75,14.506817,121.017645,58.7,58.7,44513.4,on,False,,,-0.030000000000001137,0.09999999999854481,6.718368,0.30000000000437693,16.075332580770223,live_supabase
c0eaaaab-bea9-4e86-9789-955ab41162a1,2026-04-04 07:57:52.240120+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,69.74,14.505893,121.017937,79.8,79.8,44513.5,on,False,,,-0.010000000000005116,0.09999999999854481,7.433746,0.10000000000150636,4.842780477032497,live_supabase
a3da3b2b-cdbb-4827-8ac7-a30b8c3ebc73,2026-04-04 07:57:59.733057+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,69.73,14.504888,121.018328,85.9,85.9,44513.6,on,False,,,-0.009999999999990905,0.09999999999854481,7.492937,0.10000000000136425,4.804524580944329,live_supabase
4930da1d-5bdd-4745-9e7f-43d5ca2fe1a1,2026-04-04 07:58:06.535290+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,69.71,14.504183,121.018641,66.4,66.4,44513.7,on,False,,,-0.020000000000010232,0.09999999999854481,6.802233,0.2000000000030127,10.5847594459109,live_supabase
9985ac20-7f49-4039-8556-3a4e790d573d,2026-04-04 07:58:14.795407+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,69.68,14.503318,121.018922,67.8,67.8,44513.8,on,False,,,-0.029999999999986926,0.10000000000582077,8.260117,0.29999999998240695,13.074875331663334,live_supabase
ab32b87f-1945-423d-a06e-6f2cf7a63193,2026-04-04 08:24:07.432744+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,82.12,14.5995,120.9842,0.0,0.0,26391.6,on,False,,,12.439999999999998,-18122.200000000004,1552.637337,0.0,0.0,live_supabase
90d90196-884d-49c2-a4c0-ffcc57cabaad,2026-04-04 08:24:15.211813+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,82.11,14.598542,120.984544,77.2,77.2,26391.7,on,False,,,-0.010000000000005116,0.10000000000218279,7.779069,0.09999999999786838,4.627803147139899,live_supabase
b17b1998-de42-4a71-9338-86bf5afbb8c2,2026-04-04 08:24:22.487054+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,82.09,14.597884,120.984836,55.4,55.4,26391.8,on,False,,,-0.01999999999999602,0.09999999999854481,7.275241,0.2000000000028706,9.896579371045672,live_supabase
cd9245d1-7b9d-490f-afed-a64b3e88d049,2026-04-04 08:24:28.809333+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,82.07,14.596814,120.985257,86.8,86.8,26391.9,on,False,,,-0.020000000000010232,0.10000000000218279,6.322279,0.19999999999573675,11.388298428468095,live_supabase
f51a6531-7620-46c7-958c-30f43dd1c17c,2026-04-04 08:24:36.397490+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,82.06,14.595931,120.985559,76.6,76.6,26392.0,on,False,,,-0.009999999999990905,0.09999999999854481,7.588157,0.10000000000136425,4.7442349967149156,live_supabase
bfa85953-dd4e-43ca-a9f7-c385ee729f30,2026-04-04 08:24:43.456691+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,82.04,14.59493,120.985825,80.4,80.4,26392.1,on,False,,,-0.01999999999999602,0.09999999999854481,7.059201,0.2000000000028706,10.199454584164084,live_supabase
a0fda6a4-1297-4c37-b64c-d646bfb20155,2026-04-04 08:24:50.562599+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,82.02,14.593881,120.986167,84.1,84.1,26392.3,on,False,,,-0.020000000000010232,0.2000000000007276,7.105908,0.09999999999968737,10.132413760498565,live_supabase
1fb709cd-159a-428c-a109-7b7cf6a40788,2026-04-04 08:24:58.054354+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,81.99,14.592831,120.986538,85.9,85.9,26392.4,on,False,,,-0.030000000000001137,0.10000000000218279,7.491755,0.299999999993463,14.415847822039574,live_supabase
d635a976-b945-4fe7-a7df-cfdc10448f6c,2026-04-04 08:25:04.411078+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,81.98,14.592062,120.986876,70.0,70.0,26392.5,on,False,,,-0.009999999999990905,0.09999999999854481,6.356724,0.10000000000136425,5.663294489420535,live_supabase
ef664217-e2a1-4d06-9fe5-66bee2d19e1e,2026-04-04 08:25:11.609535+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,81.97,14.591233,120.987091,63.7,63.7,26392.6,on,False,,,-0.010000000000005116,0.09999999999854481,7.198457,0.10000000000150636,5.001071757463914,live_supabase
35e2ee05-ba01-4a04-acf6-648139bb86aa,2026-04-04 08:25:18.146611+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,81.96,14.590467,120.987353,58.3,58.3,26392.6,on,False,,,-0.010000000000005116,0.0,6.537076,0.0,5.5070493290912355,live_supabase
2d3a88cf-bd2f-4f50-a282-c44dd4daf577,2026-04-04 08:25:24.942755+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,81.93,14.589605,120.987703,71.5,71.5,26392.7,on,False,,,-0.029999999999986926,0.10000000000218279,6.796144,0.2999999999933209,15.891364279502161,live_supabase
6149c8c0-f5ea-437f-a389-7621a66f2ef0,2026-04-04 08:25:32.297893+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,81.9,14.588586,120.98798,79.2,79.2,26392.9,on,False,,,-0.030000000000001137,0.2000000000007276,7.355138,0.14999999999945998,14.683613006309887,live_supabase
b57d1ddb-325c-4597-87ba-56c8eb4399d2,2026-04-04 08:25:38.807073+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,81.87,14.587813,120.988289,63.6,63.6,26392.9,on,False,,,-0.030000000000001137,0.0,6.50918,0.0,16.591951674405085,live_supabase
bd43795f-57c4-45a2-8c3b-e7a079dc0e1a,2026-04-04 08:25:44.995093+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,81.83,14.586712,120.988664,82.2,82.2,26393.1,on,False,,,-0.04000000000000625,0.19999999999708962,6.18802,0.20000000000294166,23.27077158768435,live_supabase
9ebeee5c-6fdf-401b-863d-9602b129b7c3,2026-04-04 08:25:51.594469+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,81.8,14.585819,120.989037,78.9,78.9,26393.2,on,False,,,-0.030000000000001137,0.10000000000218279,6.599376,0.299999999993463,16.365183617360806,live_supabase
c1d4177a-f035-4d7f-84db-3fc2c38df3b5,2026-04-04 08:25:58.881791+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,81.78,14.585004,120.989274,70.1,70.1,26393.3,on,False,,,-0.01999999999999602,0.09999999999854481,7.287322,0.2000000000028706,9.880172716395087,live_supabase
ba5281f0-5aa0-4d85-b41e-7e0e4266f1c2,2026-04-04 08:26:05.452788+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,81.76,14.58414,120.989665,77.4,77.4,26393.4,on,False,,,-0.01999999999999602,0.10000000000218279,6.570997,0.19999999999559465,10.95724134404348,live_supabase
1c94a5de-5fac-4f66-a499-15a12b40c91b,2026-04-04 08:26:12.928746+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,81.73,14.583434,120.989974,60.7,60.7,26393.5,on,False,,,-0.030000000000001137,0.09999999999854481,7.475958,0.30000000000437693,14.446309088414365,live_supabase
445d33c4-8590-4897-8619-2e9f6c88a4df,2026-04-04 08:26:19.506653+00:00,11111111-0000-0000-0000-000000000002,22222222-0000-0000-0000-000000000003,6faa6991-d1d1-4546-b62e-7320b2e50279,81.71,14.582727,120.990247,56.1,56.1,26393.5,on,False,,,-0.020000000000010232,0.0,6.577907,0.0,10.945730914109433,live_supabase
